Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,All New Zealand Businesses,Counts,11016,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,Maori Small to Medium Enterprises,Counts,63,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,All New Zealand Businesses,Counts,246,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,Maori Small to Medium Enterprises,Counts,0,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,All New Zealand Businesses,Counts,11766,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,Maori Small to Medium Enterprises,Counts,30,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",All New Zealand Businesses,Counts,14712,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",Maori Small to Medium Enterprises,Counts,51,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,All New Zealand Businesses,Counts,561,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,Maori Small to Medium Enterprises,Counts,3,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",All New Zealand Businesses,Counts,5244,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",Maori Small to Medium Enterprises,Counts,15,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",Maori Tourism,Counts,21,2013,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Retail trade,All New Zealand Businesses,Counts,13734,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Retail trade,Maori Small to Medium Enterprises,Counts,30,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Total,All New Zealand Businesses,Counts,145839,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Total,Maori Small to Medium Enterprises,Counts,513,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Total,Maori Tourism,Counts,264,2013,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",All New Zealand Businesses,Counts,4629,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",Maori Small to Medium Enterprises,Counts,21,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",Maori Tourism,Counts,21,2013,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Wholesale trade,All New Zealand Businesses,Counts,8046,2013,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Wholesale trade,Maori Small to Medium Enterprises,Counts,21,2013,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,All New Zealand Businesses,Counts,12312,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,Maori Small to Medium Enterprises,Counts,39,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,Maori Tourism,Counts,66,2014,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,All New Zealand Businesses,Counts,5226,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,Maori Small to Medium Enterprises,Counts,33,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,Maori Tourism,Counts,30,2014,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Agriculture, forestry, and fishing",All New Zealand Businesses,Counts,20925,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Agriculture, forestry, and fishing",Maori Small to Medium Enterprises,Counts,57,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,All other industries,Maori Tourism,Counts,66,2014,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,All New Zealand Businesses,Counts,3030,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,Maori Small to Medium Enterprises,Counts,39,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,Maori Tourism,Counts,78,2014,1 and 3
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Construction,All New Zealand Businesses,Counts,18543,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Construction,Maori Small to Medium Enterprises,Counts,42,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Education and training,All New Zealand Businesses,Counts,5229,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Education and training,Maori Small to Medium Enterprises,Counts,24,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Electricity, gas, water, and waste services",All New Zealand Businesses,Counts,435,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Electricity, gas, water, and waste services",Maori Small to Medium Enterprises,Counts,6,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Financial and insurance services,All New Zealand Businesses,Counts,2658,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Financial and insurance services,Maori Small to Medium Enterprises,Counts,6,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Health care and social assistance,All New Zealand Businesses,Counts,7653,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Health care and social assistance,Maori Small to Medium Enterprises,Counts,42,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Information media and telecommunications,All New Zealand Businesses,Counts,1149,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Information media and telecommunications,Maori Small to Medium Enterprises,Counts,9,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,All New Zealand Businesses,Counts,10860,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,Maori Small to Medium Enterprises,Counts,66,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,All New Zealand Businesses,Counts,246,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,Maori Small to Medium Enterprises,Counts,3,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,All New Zealand Businesses,Counts,11826,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,Maori Small to Medium Enterprises,Counts,27,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",All New Zealand Businesses,Counts,14970,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",Maori Small to Medium Enterprises,Counts,54,2014,1 and 2
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,All New Zealand Businesses,Counts,552,2014,1
Table 3,Counts of businesses – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,Maori Small to Medium Enterprises,Counts,6,2014,1 and 2
